work,fnlwgt,education,marital,occupation,sex,capitalgain,capitalloss,hoursperweek,race,income
Private,277647,edu2,Married,Adm-clerical,Male,0,0,35,White,>50K
Private,152420,edu2,Married,Machine-op-inspct,Male,0,0,50,Black,<=50K
Self-emp-not-inc,236769,edu1,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,207202,edu2,Married,Machine-op-inspct,Male,0,0,48,White,>50K
Private,138370,edu3,Married,Protective-serv,Male,0,0,40,Asian-Pac-Islander,<=50K
Private,164647,edu2,Single,Exec-managerial,Female,0,0,40,Black,<=50K
Private,57151,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,122562,edu1,Married,Transport-moving,Male,0,0,60,White,>50K
Private,194630,edu3,Single,Tech-support,Male,0,0,35,White,<=50K
Private,212534,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,219611,edu2,Married,Adm-clerical,Male,0,0,40,White,<=50K
Private,34744,edu3,Single,Other-service,Female,0,0,37,White,<=50K
Self-emp-not-inc,135134,edu3,Single,Farming-fishing,Male,0,0,20,White,<=50K
Private,295589,edu3,Single,Prof-specialty,Male,0,0,50,Black,>50K
Private,220333,edu2,Married,Craft-repair,Male,7298,0,46,White,>50K
Private,126223,edu2,Single,Machine-op-inspct,Female,0,0,40,Black,<=50K
Private,266971,edu3,Single,Sales,Female,0,0,40,White,<=50K
Private,334999,edu2,Married,Sales,Male,0,0,45,White,<=50K
Self-emp-not-inc,126094,edu2,Married,Exec-managerial,Male,0,0,38,White,<=50K
Private,176949,edu1,Married,Craft-repair,Male,0,0,50,White,<=50K
Local-gov,193960,edu3,Married,Prof-specialty,Male,0,1902,40,White,>50K
Private,125791,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,231263,edu2,Married,Transport-moving,Male,0,0,60,White,>50K
Self-emp-not-inc,33117,edu3,Single,Prof-specialty,Male,0,0,45,White,<=50K
Self-emp-not-inc,254711,edu2,Married,Sales,Male,0,0,20,White,<=50K
Private,262656,edu3,Single,Sales,Female,0,0,40,White,<=50K
Private,548303,edu2,Married,Prof-specialty,Male,0,0,40,White,>50K
Private,373903,edu3,Married,Adm-clerical,Male,0,0,40,White,>50K
Self-emp-inc,67433,edu2,Married,Exec-managerial,Male,0,0,60,White,<=50K
Self-emp-not-inc,101266,edu3,Single,Sales,Male,0,0,62,White,<=50K
Private,265356,edu3,Single,Exec-managerial,Male,0,0,40,White,<=50K
Private,476334,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Local-gov,102953,edu2,Married,Other-service,Male,0,0,40,White,<=50K
Private,181313,edu3,Single,Other-service,Female,0,0,30,White,<=50K
Private,154526,edu2,Single,Other-service,Female,0,0,40,White,<=50K
Private,153288,edu2,Married,Transport-moving,Male,0,0,40,White,<=50K
Private,119075,edu2,Single,Handlers-cleaners,Male,0,0,50,White,<=50K
Private,85942,edu2,Single,Sales,Female,0,0,32,White,<=50K
Private,167835,edu3,Single,Exec-managerial,Female,3325,0,40,White,<=50K
Private,445382,edu3,Married,Exec-managerial,Male,0,1977,65,White,>50K
Private,182526,edu3,Married,Prof-specialty,Female,0,0,40,White,<=50K
Private,297152,edu2,Single,Adm-clerical,Female,0,0,25,Black,<=50K
State-gov,292933,edu3,Single,Adm-clerical,Female,0,0,10,White,<=50K
Private,344916,edu3,Single,Transport-moving,Male,0,0,40,Black,<=50K
Private,197202,edu2,Married,Other-service,Male,0,0,40,Black,<=50K
Private,105491,edu3,Married,Exec-managerial,Male,99999,0,40,White,>50K
Private,103064,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
Private,99373,edu2,Single,Machine-op-inspct,Female,0,0,40,White,<=50K
Private,164299,edu3,Married,Adm-clerical,Male,0,1887,65,White,>50K
Federal-gov,403489,edu3,Married,Prof-specialty,Male,0,0,45,White,>50K
Private,20511,edu3,Single,Other-service,Female,0,0,25,White,<=50K
Self-emp-inc,98642,edu2,Single,Exec-managerial,Male,14084,0,40,White,>50K
Federal-gov,201435,edu3,Married,Craft-repair,Male,0,0,40,Black,>50K
Private,228465,edu2,Married,Transport-moving,Male,0,0,40,Black,<=50K
Private,90409,edu3,Single,Sales,Male,0,0,45,White,<=50K
Private,25955,edu1,Single,Other-service,Male,0,0,40,Amer-Indian-Eskimo,<=50K
State-gov,356619,edu2,Married,Prof-specialty,Male,0,0,48,White,>50K
Self-emp-not-inc,119944,edu3,Married,Exec-managerial,Male,0,0,50,White,>50K
Self-emp-not-inc,214627,edu3,Married,Sales,Male,0,1977,45,White,>50K
Private,436770,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
Private,165309,edu3,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,200681,edu2,Single,Machine-op-inspct,Male,0,0,40,White,<=50K
Self-emp-not-inc,413699,edu1,Married,Farming-fishing,Male,0,0,28,White,<=50K
Private,198769,edu2,Single,Adm-clerical,Female,0,0,40,White,>50K
Private,157640,edu3,Married,Sales,Male,7688,0,55,White,>50K
Private,178109,edu3,Single,Craft-repair,Male,0,0,36,White,<=50K
Private,174938,edu2,Married,Adm-clerical,Male,0,0,40,White,<=50K
Private,153052,edu2,Married,Craft-repair,Male,0,0,40,White,>50K
Private,31588,edu3,Married,Prof-specialty,Male,0,0,52,White,>50K
Private,172740,edu2,Married,Sales,Male,0,0,12,White,<=50K
Private,75695,edu2,Single,Other-service,Female,0,0,60,White,<=50K
Federal-gov,39089,edu2,Single,Transport-moving,Male,6849,0,50,White,<=50K
Self-emp-inc,195322,edu3,Single,Prof-specialty,Male,0,0,40,White,>50K
Private,249716,edu2,Single,Tech-support,Male,0,0,45,White,<=50K
Private,63021,edu2,Single,Other-service,Female,0,0,20,White,<=50K
Self-emp-not-inc,96921,edu2,Single,Adm-clerical,Female,0,0,45,White,<=50K
Self-emp-not-inc,132267,edu3,Married,Tech-support,Male,0,0,60,White,<=50K
Private,246262,edu2,Married,Tech-support,Male,0,0,40,White,>50K
Private,293968,edu2,Married,Sales,Female,0,0,20,Black,<=50K
Private,170108,edu3,Married,Exec-managerial,Male,0,0,40,White,>50K
Self-emp-not-inc,194360,edu3,Married,Sales,Male,0,0,72,White,>50K
Private,151580,edu3,Married,Adm-clerical,Male,0,0,40,White,>50K
Private,213477,edu3,Single,Sales,Male,0,0,28,White,<=50K
Private,31740,edu3,Married,Prof-specialty,Male,0,0,40,Asian-Pac-Islander,<=50K
Private,248754,edu2,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Local-gov,235271,edu3,Married,Protective-serv,Male,0,0,40,White,>50K
Local-gov,188236,edu2,Married,Adm-clerical,Female,0,0,40,White,>50K
Private,367695,edu3,Married,Adm-clerical,Male,0,0,40,White,>50K
State-gov,99199,edu2,Single,Exec-managerial,Male,0,0,10,White,<=50K
State-gov,136982,edu2,Married,Other-service,Female,0,0,40,Black,<=50K
Private,204226,edu2,Single,Sales,Male,0,0,45,White,<=50K
Self-emp-not-inc,402812,edu2,Married,Craft-repair,Male,7298,0,45,White,>50K
Private,123984,edu3,Single,Other-service,Female,0,0,35,Asian-Pac-Islander,<=50K
Private,208725,edu3,Single,Sales,Male,0,0,42,White,<=50K
State-gov,129345,edu2,Single,Protective-serv,Male,0,0,40,White,<=50K
Federal-gov,142769,edu2,Married,Craft-repair,Male,0,0,40,White,>50K
State-gov,111994,edu2,Single,Adm-clerical,Female,0,0,45,White,<=50K
Private,126569,edu2,Married,Adm-clerical,Male,0,0,40,White,>50K
Private,59612,edu2,Married,Sales,Male,0,0,44,White,<=50K
Private,212640,edu3,Single,Prof-specialty,Female,0,0,85,White,<=50K
Private,362654,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
State-gov,214881,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Self-emp-inc,134815,edu1,Single,Craft-repair,Male,0,625,40,White,<=50K
Private,157765,edu2,Single,Machine-op-inspct,Female,0,0,40,White,<=50K
Private,190257,edu2,Married,Farming-fishing,Male,0,0,53,White,>50K
Private,181705,edu3,Married,Exec-managerial,Male,0,0,40,White,<=50K
Self-emp-inc,77146,edu3,Married,Sales,Male,15024,0,45,White,>50K
Private,216093,edu2,Married,Adm-clerical,Male,15024,0,40,White,>50K
Private,292536,edu2,Single,Transport-moving,Male,0,0,50,White,<=50K
Federal-gov,250504,edu2,Married,Adm-clerical,Male,0,0,60,Black,>50K
Private,218729,edu2,Single,Other-service,Female,0,0,25,White,<=50K
Private,104196,edu3,Married,Prof-specialty,Male,0,0,45,White,>50K
Private,116138,edu2,Married,Prof-specialty,Male,0,0,40,Asian-Pac-Islander,<=50K
Private,100669,edu3,Married,Transport-moving,Male,0,0,40,Asian-Pac-Islander,>50K
Local-gov,209544,edu3,Single,Exec-managerial,Female,10520,0,50,White,>50K
Private,194636,edu3,Married,Craft-repair,Male,0,0,48,White,>50K
Private,117802,edu3,Married,Exec-managerial,Male,7688,0,60,White,>50K
Private,293528,edu3,Single,Tech-support,Female,0,0,3,White,<=50K
Private,56559,edu2,Married,Sales,Male,0,0,12,White,<=50K
Local-gov,111746,edu2,Single,Protective-serv,Male,0,0,48,White,<=50K
Federal-gov,338320,edu3,Married,Prof-specialty,Male,0,1977,50,White,>50K
Private,191196,edu3,Single,Adm-clerical,Male,0,0,40,White,<=50K
Federal-gov,344073,edu3,Single,Protective-serv,Male,0,1408,50,White,<=50K
Private,336101,edu2,Single,Other-service,Female,0,0,30,White,<=50K
Private,311551,edu2,Single,Exec-managerial,Male,0,0,60,White,<=50K
Private,213887,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,117983,edu1,Single,Other-service,Female,0,0,45,White,<=50K
Private,236977,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,410632,edu2,Single,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,80324,edu2,Married,Exec-managerial,Male,0,1977,62,White,>50K
Private,211355,edu2,Single,Adm-clerical,Male,0,0,12,White,<=50K
Local-gov,184678,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
Private,144124,edu2,Single,Prof-specialty,Female,0,0,40,White,<=50K
Private,116933,edu2,Single,Sales,Female,0,0,33,White,<=50K
Private,227282,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,32209,edu1,Married,Machine-op-inspct,Male,0,2051,40,White,<=50K
Private,34378,edu1,Married,Craft-repair,Male,0,0,40,White,<=50K
Self-emp-inc,236676,edu2,Married,Sales,Male,0,0,50,White,>50K
Private,239663,edu1,Married,Other-service,Male,0,0,40,White,<=50K
Private,408383,edu2,Single,Transport-moving,Male,0,0,40,White,<=50K
Private,188519,edu2,Single,Sales,Female,0,0,40,White,<=50K
Self-emp-not-inc,140121,edu2,Single,Craft-repair,Male,0,0,50,White,<=50K
Private,227960,edu1,Single,Other-service,Male,0,0,10,White,<=50K
Private,249935,edu2,Married,Transport-moving,Male,0,0,44,White,<=50K
Private,162238,edu3,Married,Exec-managerial,Male,0,1887,47,White,>50K
Private,155449,edu3,Married,Prof-specialty,Male,0,0,50,White,<=50K
Private,199419,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Self-emp-not-inc,102510,edu1,Married,Farming-fishing,Male,6418,0,99,White,>50K
Private,384508,edu1,Single,Sales,Male,1506,0,50,White,<=50K
Private,76482,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,123718,edu2,Single,Sales,Female,0,0,20,White,<=50K
Private,105638,edu1,Married,Craft-repair,Male,0,0,40,White,<=50K
Self-emp-not-inc,223242,edu2,Married,Other-service,Female,0,0,40,White,<=50K
Self-emp-not-inc,183523,edu2,Married,Craft-repair,Male,0,0,50,White,<=50K
Private,149131,edu1,Single,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,39518,edu2,Married,Tech-support,Male,0,0,40,White,>50K
Private,85129,edu2,Single,Other-service,Female,0,0,40,Asian-Pac-Islander,<=50K
Self-emp-inc,127605,edu3,Married,Sales,Male,0,2174,40,White,>50K
Private,402136,edu2,Single,Exec-managerial,Female,0,0,20,White,<=50K
Private,30271,edu2,Single,Adm-clerical,Female,0,0,45,White,<=50K
Private,33975,edu3,Single,Prof-specialty,Male,0,0,45,White,>50K
Private,202284,edu3,Single,Sales,Male,0,0,20,White,<=50K
Self-emp-inc,139268,edu1,Married,Prof-specialty,Male,0,0,45,White,<=50K
Private,89028,edu2,Single,Craft-repair,Male,10520,0,40,Asian-Pac-Islander,>50K
Private,167571,edu2,Single,Other-service,Female,0,0,25,White,<=50K
Private,208598,edu2,Single,Sales,Male,0,0,45,White,<=50K
Self-emp-inc,119411,edu2,Single,Transport-moving,Male,0,0,40,White,<=50K
Private,233511,edu2,Married,Transport-moving,Male,0,0,50,White,>50K
Private,249720,edu3,Single,Prof-specialty,Female,0,0,40,Black,<=50K
Private,292303,edu2,Single,Handlers-cleaners,Female,0,0,40,White,<=50K
Private,227065,edu3,Single,Adm-clerical,Male,0,0,60,White,<=50K
Self-emp-inc,83348,edu2,Married,Craft-repair,Male,0,0,60,White,<=50K
Private,262645,edu2,Married,Sales,Male,0,0,50,White,>50K
Private,23776,edu2,Married,Adm-clerical,Male,0,0,40,White,<=50K
Private,133515,edu2,Single,Other-service,Female,0,0,35,White,<=50K
Private,211075,edu2,Married,Other-service,Male,0,0,30,White,<=50K
Private,91716,edu1,Single,Machine-op-inspct,Male,0,0,40,White,<=50K
Federal-gov,615893,edu3,Married,Transport-moving,Male,0,0,40,Black,<=50K
Private,274424,edu2,Single,Tech-support,Female,1831,0,40,White,<=50K
Private,275507,edu2,Single,Sales,Female,0,0,50,Black,<=50K
Private,530099,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Self-emp-inc,181413,edu3,Married,Exec-managerial,Female,0,0,40,White,<=50K
Private,288419,edu1,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,204742,edu2,Married,Sales,Male,0,0,44,White,<=50K
Local-gov,83286,edu3,Married,Prof-specialty,Female,0,0,40,White,>50K
Self-emp-inc,304001,edu2,Single,Craft-repair,Male,3325,0,40,White,<=50K
Private,160706,edu1,Single,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,196280,edu3,Single,Sales,Female,0,0,30,White,<=50K
Federal-gov,115562,edu2,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,152924,edu2,Married,Adm-clerical,Female,0,0,40,White,<=50K
Private,151856,edu2,Married,Protective-serv,Male,0,0,40,White,<=50K
Private,209149,edu2,Single,Other-service,Female,0,0,35,White,<=50K
Local-gov,190290,edu3,Single,Protective-serv,Male,0,0,56,White,<=50K
Private,222005,edu2,Single,Other-service,Male,0,0,30,White,<=50K
Private,141642,edu2,Single,Other-service,Female,0,0,40,White,<=50K
Private,194360,edu2,Married,Craft-repair,Male,0,1887,40,White,>50K
Self-emp-not-inc,349341,edu3,Single,Exec-managerial,Male,0,0,60,White,<=50K
Private,252519,edu3,Married,Handlers-cleaners,Male,0,0,40,Black,>50K
Private,142738,edu2,Single,Prof-specialty,Female,14084,0,20,White,>50K
Private,170183,edu2,Single,Other-service,Female,0,0,20,White,<=50K
Local-gov,37848,edu2,Single,Other-service,Female,0,0,25,White,<=50K
Private,127139,edu2,Married,Exec-managerial,Male,0,0,40,White,>50K
Private,209384,edu2,Married,Handlers-cleaners,Male,0,0,40,White,<=50K
Private,39484,edu3,Married,Other-service,Male,7298,0,42,White,>50K
Private,262413,edu2,Single,Handlers-cleaners,Female,0,0,40,White,<=50K
Self-emp-not-inc,188540,edu1,Married,Craft-repair,Male,0,0,50,White,<=50K
Private,401623,edu2,Married,Tech-support,Male,0,0,40,Black,>50K
Private,211968,edu3,Single,Adm-clerical,Female,0,0,40,White,<=50K
Self-emp-inc,105582,edu3,Married,Exec-managerial,Male,0,2415,40,White,>50K
Private,155976,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,102690,edu1,Single,Machine-op-inspct,Male,0,0,40,Amer-Indian-Eskimo,<=50K
Private,136985,edu2,Married,Other-service,Male,0,0,35,White,<=50K
Private,248851,edu3,Single,Other-service,Male,0,0,40,White,<=50K
Self-emp-not-inc,188563,edu2,Married,Exec-managerial,Male,4386,0,50,White,>50K
Private,220656,edu1,Single,Exec-managerial,Male,0,0,40,Black,<=50K
Private,279173,edu3,Single,Sales,Male,0,0,45,White,<=50K
Self-emp-not-inc,148690,edu3,Single,Prof-specialty,Male,18481,0,2,White,>50K
Private,227968,edu2,Single,Other-service,Female,0,0,28,Black,<=50K
Private,425830,edu3,Single,Sales,Male,0,0,40,White,<=50K
Private,254351,edu2,Single,Other-service,Male,0,0,45,White,<=50K
Private,182344,edu2,Single,Other-service,Male,0,0,40,Black,<=50K
Private,186932,edu2,Married,Sales,Male,0,0,75,White,<=50K
Private,53553,edu2,Married,Sales,Male,7298,0,48,White,>50K
Private,137304,edu3,Married,Tech-support,Female,0,0,40,Black,>50K
Private,155659,edu2,Married,Craft-repair,Male,7688,0,55,White,>50K
Private,327397,edu2,Single,Prof-specialty,Male,0,0,30,White,<=50K
Private,132986,edu1,Single,Other-service,Male,0,0,10,White,<=50K
Private,102945,edu3,Married,Sales,Male,0,0,52,White,>50K
Private,159623,edu2,Married,Sales,Male,0,0,40,White,<=50K
Private,218955,edu2,Single,Farming-fishing,Male,0,0,35,White,<=50K
Private,37939,edu2,Single,Other-service,Male,0,0,40,White,<=50K
Federal-gov,22494,edu3,Single,Prof-specialty,Female,0,0,50,White,>50K
State-gov,123011,edu3,Married,Exec-managerial,Male,0,0,60,White,>50K
Private,204461,edu3,Married,Prof-specialty,Male,0,0,60,White,>50K
Private,133144,edu2,Married,Other-service,Male,2580,0,20,White,<=50K
Private,207817,edu2,Single,Other-service,Female,0,0,32,White,<=50K
State-gov,173806,edu3,Single,Prof-specialty,Male,0,0,30,White,<=50K
Private,188076,edu1,Single,Other-service,Female,0,0,20,White,<=50K
Private,454989,edu2,Married,Exec-managerial,Female,0,0,40,White,>50K
Private,189462,edu2,Single,Handlers-cleaners,Male,2176,0,40,White,<=50K
Private,266467,edu2,Single,Craft-repair,Male,0,2205,40,White,<=50K
Private,93885,edu2,Single,Sales,Female,0,0,48,White,<=50K
Private,324568,edu1,Married,Craft-repair,Male,0,0,45,White,<=50K
Private,97411,edu1,Single,Machine-op-inspct,Male,0,0,45,Asian-Pac-Islander,<=50K
Private,110013,edu3,Single,Sales,Female,0,0,40,White,<=50K
Private,288566,edu3,Married,Tech-support,Male,0,0,43,White,>50K
Private,171550,edu2,Married,Exec-managerial,Male,0,0,40,White,>50K
Self-emp-not-inc,87169,edu2,Single,Farming-fishing,Male,0,0,35,Asian-Pac-Islander,<=50K
Private,141363,edu2,Single,Other-service,Female,0,0,40,White,<=50K
Self-emp-not-inc,172342,edu2,Single,Other-service,Female,0,0,40,White,<=50K
Private,279175,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Local-gov,238582,edu2,Married,Craft-repair,Male,0,0,41,White,>50K
Private,224541,edu3,Married,Craft-repair,Male,0,0,40,White,>50K
Private,182217,edu2,Single,Tech-support,Female,0,0,30,White,<=50K
Local-gov,287821,edu3,Married,Adm-clerical,Female,0,0,40,White,>50K
Self-emp-inc,24050,edu2,Single,Sales,Female,0,0,15,White,<=50K
Private,159580,edu1,Single,Transport-moving,Female,0,0,40,White,<=50K
Self-emp-not-inc,292465,edu2,Married,Exec-managerial,Male,0,0,35,White,>50K
Private,199439,edu3,Married,Exec-managerial,Male,0,0,45,White,>50K
Private,199362,edu2,Married,Other-service,Male,0,0,30,White,<=50K
Self-emp-not-inc,143535,edu3,Married,Prof-specialty,Male,0,0,40,White,<=50K
Self-emp-not-inc,173792,edu2,Single,Prof-specialty,Female,0,0,40,Black,<=50K
State-gov,175109,edu2,Married,Prof-specialty,Male,0,0,50,White,>50K
Private,270942,edu2,Single,Other-service,Male,0,0,35,White,<=50K
Self-emp-inc,106395,edu2,Married,Other-service,Male,0,0,40,White,>50K
Local-gov,168524,edu3,Married,Prof-specialty,Female,7688,0,35,White,>50K
Private,159474,edu2,Married,Machine-op-inspct,Male,0,0,50,White,<=50K
Private,284329,edu2,Married,Craft-repair,Male,0,0,45,White,>50K
Private,35683,edu2,Single,Machine-op-inspct,Female,0,0,40,White,<=50K
State-gov,27802,edu3,Married,Tech-support,Male,0,0,38,White,>50K
Federal-gov,439608,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,213722,edu2,Single,Sales,Male,0,0,50,White,>50K
Private,183739,edu3,Married,Prof-specialty,Female,0,0,8,White,>50K
Private,314007,edu2,Married,Transport-moving,Male,5178,0,40,White,>50K
Private,24721,edu2,Single,Other-service,Female,0,0,25,White,<=50K
Private,129305,edu2,Single,Other-service,Male,0,0,30,White,<=50K
Private,301251,edu3,Married,Craft-repair,Male,0,0,50,White,>50K
Private,183589,edu2,Single,Transport-moving,Male,0,0,25,White,<=50K
Private,34458,edu2,Married,Farming-fishing,Male,0,0,40,White,<=50K
Private,85690,edu2,Single,Machine-op-inspct,Male,0,0,30,White,<=50K
Federal-gov,186916,edu3,Single,Protective-serv,Male,0,0,60,White,>50K
Private,137815,edu2,Married,Adm-clerical,Male,7298,0,40,White,>50K
Private,196797,edu2,Single,Transport-moving,Female,0,0,38,Black,<=50K
Private,229732,edu3,Single,Tech-support,Male,0,0,40,White,<=50K
Private,31339,edu3,Married,Adm-clerical,Male,0,0,45,White,>50K
Private,288371,edu2,Married,Sales,Male,0,0,40,White,>50K
Private,544319,edu2,Married,Other-service,Male,0,0,40,White,<=50K
Private,255252,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,131230,edu2,Single,Other-service,Male,0,0,20,White,<=50K
Local-gov,189265,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,151835,edu3,Married,Prof-specialty,Male,99999,0,50,White,>50K
Private,444743,edu2,Single,Tech-support,Female,0,0,40,White,<=50K
Private,750972,edu2,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Local-gov,287658,edu3,Single,Prof-specialty,Male,0,0,40,Black,<=50K
Self-emp-inc,192755,edu3,Single,Exec-managerial,Female,0,0,55,White,>50K
Self-emp-not-inc,394356,edu2,Married,Farming-fishing,Male,0,0,40,White,<=50K
Self-emp-inc,104849,edu3,Married,Prof-specialty,Male,0,0,40,Asian-Pac-Islander,<=50K
Private,151484,edu2,Single,Adm-clerical,Female,0,0,8,White,<=50K
Private,206206,edu3,Married,Sales,Male,0,0,40,White,>50K
Self-emp-not-inc,84848,edu2,Single,Other-service,Female,0,0,16,White,<=50K
Self-emp-not-inc,176185,edu3,Married,Sales,Male,0,0,60,White,<=50K
Private,219751,edu2,Married,Exec-managerial,Male,0,0,40,White,<=50K
Private,133770,edu3,Married,Craft-repair,Male,0,0,50,Asian-Pac-Islander,>50K
Self-emp-inc,167737,edu3,Married,Sales,Male,5178,0,40,White,>50K
Self-emp-not-inc,204235,edu3,Married,Sales,Male,0,0,50,White,>50K
State-gov,319666,edu3,Single,Prof-specialty,Female,0,0,43,White,<=50K
Private,36251,edu1,Single,Other-service,Female,0,0,15,White,<=50K
Private,116677,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,215190,edu1,Single,Sales,Female,0,0,20,White,<=50K
Private,98287,edu2,Married,Sales,Male,0,0,50,White,<=50K
Federal-gov,184099,edu2,Married,Adm-clerical,Male,0,0,40,White,>50K
Private,190290,edu3,Single,Other-service,Male,0,0,10,White,<=50K
Private,234570,edu2,Married,Adm-clerical,Male,0,0,40,White,<=50K
Private,170861,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,179668,edu2,Married,Prof-specialty,Male,0,0,40,White,>50K
Private,110643,edu2,Single,Exec-managerial,Male,0,0,52,White,<=50K
Private,193385,edu3,Married,Prof-specialty,Female,0,0,40,Asian-Pac-Islander,<=50K
Private,54611,edu2,Single,Transport-moving,Male,0,0,60,White,<=50K
Local-gov,401134,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
Private,102180,edu3,Married,Exec-managerial,Male,0,0,50,White,>50K
Private,209547,edu3,Married,Prof-specialty,Male,0,0,60,White,>50K
Private,172402,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,235853,edu2,Married,Sales,Male,0,0,45,White,<=50K
Private,163015,edu2,Single,Machine-op-inspct,Female,0,0,20,White,<=50K
Local-gov,512103,edu2,Single,Transport-moving,Female,0,0,40,White,<=50K
Private,183523,edu3,Single,Adm-clerical,Male,0,0,35,White,<=50K
Private,168071,edu3,Married,Exec-managerial,Male,7298,0,50,White,>50K
Private,116641,edu3,Single,Prof-specialty,Female,0,0,4,White,<=50K
Private,173682,edu2,Married,Transport-moving,Male,0,0,40,White,<=50K
Private,67234,edu2,Single,Sales,Male,0,0,60,White,<=50K
Private,140559,edu2,Single,Other-service,Female,0,0,25,White,<=50K
Private,172962,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Private,46162,edu2,Single,Farming-fishing,Male,0,0,25,White,<=50K
Private,282202,edu2,Single,Other-service,Male,0,0,40,White,<=50K
Private,425816,edu2,Single,Sales,Female,0,0,40,Black,<=50K
Private,336624,edu3,Single,Prof-specialty,Male,8614,0,40,White,>50K
Private,323155,edu1,Married,Farming-fishing,Male,0,0,85,White,<=50K
Private,87157,edu1,Single,Other-service,Male,0,0,25,White,<=50K
Private,117728,edu2,Single,Craft-repair,Male,0,0,50,White,<=50K
Private,212041,edu3,Single,Craft-repair,Male,0,0,50,White,<=50K
Private,155657,edu1,Single,Machine-op-inspct,Female,0,0,20,White,<=50K
Local-gov,194970,edu2,Married,Exec-managerial,Male,0,0,40,White,>50K
Private,32528,edu2,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,186420,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,69495,edu2,Married,Transport-moving,Male,0,0,40,White,<=50K
Private,181916,edu2,Single,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,139391,edu2,Single,Tech-support,Male,0,0,16,White,<=50K
Private,85815,edu3,Single,Prof-specialty,Male,0,0,38,Asian-Pac-Islander,>50K
Private,89534,edu2,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,295163,edu1,Single,Farming-fishing,Male,0,0,40,White,<=50K
Private,240841,edu1,Single,Other-service,Female,0,0,35,White,<=50K
Private,37646,edu2,Married,Handlers-cleaners,Male,0,0,40,White,<=50K
Private,184378,edu3,Married,Prof-specialty,Male,0,0,35,White,<=50K
Private,220454,edu2,Single,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,128591,edu1,Single,Transport-moving,Male,0,0,40,White,<=50K
Private,183594,edu3,Single,Craft-repair,Male,0,0,20,White,<=50K
Private,183342,edu3,Married,Exec-managerial,Male,0,0,55,White,>50K
Private,145574,edu2,Married,Craft-repair,Male,0,0,40,White,>50K
Private,192309,edu2,Single,Other-service,Female,0,0,15,White,<=50K
Private,33435,edu3,Single,Sales,Female,0,0,40,White,<=50K
Private,354078,edu3,Married,Prof-specialty,Male,0,0,60,White,>50K
Private,291355,edu2,Single,Adm-clerical,Female,0,0,60,White,<=50K
Private,134287,edu3,Single,Sales,Female,0,0,35,White,<=50K
Private,184120,edu3,Single,Exec-managerial,Male,0,0,45,White,<=50K
Private,71738,edu3,Married,Exec-managerial,Male,0,0,46,White,>50K
Self-emp-inc,46385,edu2,Married,Exec-managerial,Male,0,0,40,White,<=50K
Private,22546,edu3,Single,Transport-moving,Male,0,0,60,White,<=50K
Private,40135,edu2,Single,Other-service,Male,0,0,30,White,<=50K
Local-gov,55237,edu2,Married,Protective-serv,Male,0,0,44,White,<=50K
Private,121718,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Self-emp-inc,123749,edu2,Married,Craft-repair,Male,0,0,90,White,<=50K
Private,168334,edu2,Married,Sales,Female,0,0,30,White,<=50K
